,ApprovalTime,AutoApprovalTime,AssignmentId,WorkerId,AcceptTime,HITId,Assignment,answer.expt_gen,answer.domain,answer.scale,answer.sent_utterance,answer.language,answer.sent_context,answer.expt_aim,answer.sent_question,answer.speaker,answer.character_thoughts,answer.judgment,AssignmentStatus,SubmitTime,subid,order
11,2015-04-28T19:39:01Z,2015-04-28T19:45:23Z,30OG32W0SUBII6HO2E8PWS66E7JNEE,AIC8CB12DQC0K,2015-04-28T19:11:15Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,"I enjoyed it, makes you think about how things are viewed based on moods/personality types etc.",recipe,someLove_andAlsAll_utt,", which says: 'Some people liked your recipe.'",English,"Imagine that you and your friend have joined a cooking club, with four members in addition to you and your friend. Each week, one member of the club makes a recipe and brings in what they cooked based on the recipe, and the five other members discuss the recipe in the absence of its author. Then you get a score based on the group evaluation of the recipe. This week, it is your turn to bring in a recipe and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Do we interpret things based on how positive or negative we are feeling?,everyone liked your recipe?,your friend,"They certainly did a lot of fun stuff together, but I think the friend may have some issues and may actually be trying to hurt my feelings.  (Yep THAT kind of friend).",no,Approved,2015-04-28T19:15:23Z,30OG32,3
12,2015-04-28T19:39:01Z,2015-04-28T19:45:23Z,30OG32W0SUBII6HO2E8PWS66E7JNEE,AIC8CB12DQC0K,2015-04-28T19:11:15Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,"I enjoyed it, makes you think about how things are viewed based on moods/personality types etc.",dance,someLove_andAlsAll_noUtt,.,English,"Imagine that you and your friend have joined a dance club, with four members in addition to you and your friend. Each week, one member of the club shows their own choreographed dance, and the five other members discuss the dance in the absence of its choreographer. Then you get a score based on the group evaluation of the dance. This week, it is your turn to do a dance choreography and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Do we interpret things based on how positive or negative we are feeling?,everyone liked your dance?,your friend,"They certainly did a lot of fun stuff together, but I think the friend may have some issues and may actually be trying to hurt my feelings.  (Yep THAT kind of friend).",no,Approved,2015-04-28T19:15:23Z,30OG32,4
13,2015-04-28T19:39:01Z,2015-04-28T19:45:23Z,30OG32W0SUBII6HO2E8PWS66E7JNEE,AIC8CB12DQC0K,2015-04-28T19:11:15Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,"I enjoyed it, makes you think about how things are viewed based on moods/personality types etc.",film,someLove_andAlsAll_smudge,", which says: '... liked your film.' (you can't read the first word(s) because it was smudged by accident)",English,"Imagine that you and your friend have joined a film club, with four members in addition to you and your friend. Each week, one member of the club directs a short film, and the five other members discuss the film in the absence of its director. Then you get a score based on the group evaluation of the film. This week, it is your turn to bring in your film and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Do we interpret things based on how positive or negative we are feeling?,everyone liked your film?,your friend,"They certainly did a lot of fun stuff together, but I think the friend may have some issues and may actually be trying to hurt my feelings.  (Yep THAT kind of friend).",yes,Approved,2015-04-28T19:15:23Z,30OG32,5
14,2015-04-28T19:39:01Z,2015-04-28T19:45:23Z,30OG32W0SUBII6HO2E8PWS66E7JNEE,AIC8CB12DQC0K,2015-04-28T19:11:15Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,"I enjoyed it, makes you think about how things are viewed based on moods/personality types etc.",poem,someHate_andAlsAll_noUtt,.,English,"Imagine that you and your friend have joined a poetry club, with four members in addition to you and your friend. Each week, one member of the club writes a poem and reads it aloud, and the five other members discuss the poem in the absence of its author. Then you get a score based on the group evaluation of the poem. This week, it is your turn to write a poem and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Do we interpret things based on how positive or negative we are feeling?,everyone didn't like your poem?,your friend,"They certainly did a lot of fun stuff together, but I think the friend may have some issues and may actually be trying to hurt my feelings.  (Yep THAT kind of friend).",no,Approved,2015-04-28T19:15:23Z,30OG32,6
15,2015-04-28T19:39:01Z,2015-04-28T19:45:23Z,30OG32W0SUBII6HO2E8PWS66E7JNEE,AIC8CB12DQC0K,2015-04-28T19:11:15Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,"I enjoyed it, makes you think about how things are viewed based on moods/personality types etc.",paiting,someHate_andAlsAll_utt,", which says: 'Some people didn't like your painting.'",English,"Imagine that you and your friend have joined a painting club, with four members in addition to you and your friend. Each week, one member of the club brings in their painting, and the five other members discuss the painting in the absence of the artist. Then you get a score based on the group evaluation of the painting. This week, it is your turn to paint and to let others discuss your painting. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Do we interpret things based on how positive or negative we are feeling?,everyone didn't like your painting?,your friend,"They certainly did a lot of fun stuff together, but I think the friend may have some issues and may actually be trying to hurt my feelings.  (Yep THAT kind of friend).",no,Approved,2015-04-28T19:15:23Z,30OG32,7
16,2015-04-28T19:39:01Z,2015-04-28T19:45:23Z,30OG32W0SUBII6HO2E8PWS66E7JNEE,AIC8CB12DQC0K,2015-04-28T19:11:15Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,"I enjoyed it, makes you think about how things are viewed based on moods/personality types etc.",singing,someHate_andAlsAll_smudge,", which says: '... didn't like your performance.' (you can't read the first word(s) because it was smudged by accident)",English,"Imagine that you and your friend have joined a singing club, with four members in addition to you and your friend. Each week, one member of the club sings a song, and the five other members discuss the performance in the absence of the performer. Then you get a score based on the group evaluation of the performance. This week, it is your turn to sing and to let others discuss your performance. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Do we interpret things based on how positive or negative we are feeling?,everyone didn't like your performance?,your friend,"They certainly did a lot of fun stuff together, but I think the friend may have some issues and may actually be trying to hurt my feelings.  (Yep THAT kind of friend).",no,Approved,2015-04-28T19:15:23Z,30OG32,8
17,2015-04-28T21:52:50Z,2015-04-28T21:56:40Z,30OG32W0SUBII6HO2E8PWS66E8SENG,A2HTN7HCNBQ8V4,2015-04-28T21:22:52Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,,training1,training1,'I like watching TV.',english,Imagine that you and your friend were talking about your favorite pastimes. Your friend says: ,Understanding sentence structure.,your friend hates watching TV?,your friend,Their clubs are competitive. ,no,Approved,2015-04-28T21:26:40Z,30OG32,1
18,2015-04-28T21:52:50Z,2015-04-28T21:56:40Z,30OG32W0SUBII6HO2E8PWS66E8SENG,A2HTN7HCNBQ8V4,2015-04-28T21:22:52Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,,training2,training2,'I don't like eating meat.',english,Imagine that you and your friend were talking about different kinds of food. Your friend says: ,Understanding sentence structure.,your friend doesn't like eating beef?,your friend,Their clubs are competitive. ,yes,Approved,2015-04-28T21:26:40Z,30OG32,2
19,2015-04-28T21:52:50Z,2015-04-28T21:56:40Z,30OG32W0SUBII6HO2E8PWS66E8SENG,A2HTN7HCNBQ8V4,2015-04-28T21:22:52Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,,paiting,someHate_andAlsAll_smudge,", which says: '... didn't like your painting.' (you can't read the first word(s) because it was smudged by accident)",english,"Imagine that you and your friend have joined a painting club, with four members in addition to you and your friend. Each week, one member of the club brings in their painting, and the five other members discuss the painting in the absence of the artist. Then you get a score based on the group evaluation of the painting. This week, it is your turn to paint and to let others discuss your painting. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Understanding sentence structure.,everyone didn't like your painting?,your friend,Their clubs are competitive. ,yes,Approved,2015-04-28T21:26:40Z,30OG32,3
20,2015-04-28T21:52:50Z,2015-04-28T21:56:40Z,30OG32W0SUBII6HO2E8PWS66E8SENG,A2HTN7HCNBQ8V4,2015-04-28T21:22:52Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,,dance,someLove_andAlsAll_smudge,", which says: '... liked your dance.' (you can't read the first word(s) because it was smudged by accident)",english,"Imagine that you and your friend have joined a dance club, with four members in addition to you and your friend. Each week, one member of the club shows their own choreographed dance, and the five other members discuss the dance in the absence of its choreographer. Then you get a score based on the group evaluation of the dance. This week, it is your turn to do a dance choreography and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Understanding sentence structure.,everyone liked your dance?,your friend,Their clubs are competitive. ,yes,Approved,2015-04-28T21:26:40Z,30OG32,4
21,2015-04-28T21:52:50Z,2015-04-28T21:56:40Z,30OG32W0SUBII6HO2E8PWS66E8SENG,A2HTN7HCNBQ8V4,2015-04-28T21:22:52Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,,recipe,someLove_andAlsAll_utt,", which says: 'Some people liked your recipe.'",english,"Imagine that you and your friend have joined a cooking club, with four members in addition to you and your friend. Each week, one member of the club makes a recipe and brings in what they cooked based on the recipe, and the five other members discuss the recipe in the absence of its author. Then you get a score based on the group evaluation of the recipe. This week, it is your turn to bring in a recipe and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Understanding sentence structure.,everyone liked your recipe?,your friend,Their clubs are competitive. ,no,Approved,2015-04-28T21:26:40Z,30OG32,5
22,2015-04-28T21:52:50Z,2015-04-28T21:56:40Z,30OG32W0SUBII6HO2E8PWS66E8SENG,A2HTN7HCNBQ8V4,2015-04-28T21:22:52Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,,film,someHate_andAlsAll_utt,", which says: 'Some people didn't like your film.'",english,"Imagine that you and your friend have joined a film club, with four members in addition to you and your friend. Each week, one member of the club directs a short film, and the five other members discuss the film in the absence of its director. Then you get a score based on the group evaluation of the film. This week, it is your turn to bring in your film and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Understanding sentence structure.,everyone didn't like your film?,your friend,Their clubs are competitive. ,no,Approved,2015-04-28T21:26:40Z,30OG32,6
23,2015-04-28T21:52:50Z,2015-04-28T21:56:40Z,30OG32W0SUBII6HO2E8PWS66E8SENG,A2HTN7HCNBQ8V4,2015-04-28T21:22:52Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,,singing,someLove_andAlsAll_noUtt,.,english,"Imagine that you and your friend have joined a singing club, with four members in addition to you and your friend. Each week, one member of the club sings a song, and the five other members discuss the performance in the absence of the performer. Then you get a score based on the group evaluation of the performance. This week, it is your turn to sing and to let others discuss your performance. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Understanding sentence structure.,everyone liked your performance?,your friend,Their clubs are competitive. ,yes,Approved,2015-04-28T21:26:40Z,30OG32,7
24,2015-04-28T21:52:50Z,2015-04-28T21:56:40Z,30OG32W0SUBII6HO2E8PWS66E8SENG,A2HTN7HCNBQ8V4,2015-04-28T21:22:52Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,,poem,someHate_andAlsAll_noUtt,.,english,"Imagine that you and your friend have joined a poetry club, with four members in addition to you and your friend. Each week, one member of the club writes a poem and reads it aloud, and the five other members discuss the poem in the absence of its author. Then you get a score based on the group evaluation of the poem. This week, it is your turn to write a poem and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Understanding sentence structure.,everyone didn't like your poem?,your friend,Their clubs are competitive. ,yes,Approved,2015-04-28T21:26:40Z,30OG32,8
25,2015-04-28T22:42:22Z,2015-04-28T22:48:40Z,30OG32W0SUBII6HO2E8PWS66E8TENH,A1OQ52KDFMOJGR,2015-04-28T21:44:33Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,none,training1,training1,'I like watching TV.',English,Imagine that you and your friend were talking about your favorite pastimes. Your friend says: ,Not sure,your friend hates watching TV?,your friend,We spend a lot of time talking about each other's work.,no,Approved,2015-04-28T22:18:40Z,30OG32,1
26,2015-04-28T22:42:22Z,2015-04-28T22:48:40Z,30OG32W0SUBII6HO2E8PWS66E8TENH,A1OQ52KDFMOJGR,2015-04-28T21:44:33Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,none,training2,training2,'I don't like eating meat.',English,Imagine that you and your friend were talking about different kinds of food. Your friend says: ,Not sure,your friend doesn't like eating beef?,your friend,We spend a lot of time talking about each other's work.,yes,Approved,2015-04-28T22:18:40Z,30OG32,2
27,2015-04-28T22:42:22Z,2015-04-28T22:48:40Z,30OG32W0SUBII6HO2E8PWS66E8TENH,A1OQ52KDFMOJGR,2015-04-28T21:44:33Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,none,recipe,someHate_andAlsAll_smudge,", which says: '... didn't like your recipe.' (you can't read the first word(s) because it was smudged by accident)",English,"Imagine that you and your friend have joined a cooking club, with four members in addition to you and your friend. Each week, one member of the club makes a recipe and brings in what they cooked based on the recipe, and the five other members discuss the recipe in the absence of its author. Then you get a score based on the group evaluation of the recipe. This week, it is your turn to bring in a recipe and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Not sure,everyone didn't like your recipe?,your friend,We spend a lot of time talking about each other's work.,yes,Approved,2015-04-28T22:18:40Z,30OG32,3
28,2015-04-28T22:42:22Z,2015-04-28T22:48:40Z,30OG32W0SUBII6HO2E8PWS66E8TENH,A1OQ52KDFMOJGR,2015-04-28T21:44:33Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,none,singing,someLove_andAlsAll_smudge,", which says: '... liked your performance.' (you can't read the first word(s) because it was smudged by accident)",English,"Imagine that you and your friend have joined a singing club, with four members in addition to you and your friend. Each week, one member of the club sings a song, and the five other members discuss the performance in the absence of the performer. Then you get a score based on the group evaluation of the performance. This week, it is your turn to sing and to let others discuss your performance. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Not sure,everyone liked your performance?,your friend,We spend a lot of time talking about each other's work.,yes,Approved,2015-04-28T22:18:40Z,30OG32,4
29,2015-04-28T22:42:22Z,2015-04-28T22:48:40Z,30OG32W0SUBII6HO2E8PWS66E8TENH,A1OQ52KDFMOJGR,2015-04-28T21:44:33Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,none,poem,someHate_andAlsAll_noUtt,.,English,"Imagine that you and your friend have joined a poetry club, with four members in addition to you and your friend. Each week, one member of the club writes a poem and reads it aloud, and the five other members discuss the poem in the absence of its author. Then you get a score based on the group evaluation of the poem. This week, it is your turn to write a poem and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Not sure,everyone didn't like your poem?,your friend,We spend a lot of time talking about each other's work.,no,Approved,2015-04-28T22:18:40Z,30OG32,5
30,2015-04-28T22:42:22Z,2015-04-28T22:48:40Z,30OG32W0SUBII6HO2E8PWS66E8TENH,A1OQ52KDFMOJGR,2015-04-28T21:44:33Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,none,paiting,someLove_andAlsAll_noUtt,.,English,"Imagine that you and your friend have joined a painting club, with four members in addition to you and your friend. Each week, one member of the club brings in their painting, and the five other members discuss the painting in the absence of the artist. Then you get a score based on the group evaluation of the painting. This week, it is your turn to paint and to let others discuss your painting. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Not sure,everyone liked your painting?,your friend,We spend a lot of time talking about each other's work.,yes,Approved,2015-04-28T22:18:40Z,30OG32,6
31,2015-04-28T22:42:22Z,2015-04-28T22:48:40Z,30OG32W0SUBII6HO2E8PWS66E8TENH,A1OQ52KDFMOJGR,2015-04-28T21:44:33Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,none,film,someHate_andAlsAll_utt,", which says: 'Some people didn't like your film.'",English,"Imagine that you and your friend have joined a film club, with four members in addition to you and your friend. Each week, one member of the club directs a short film, and the five other members discuss the film in the absence of its director. Then you get a score based on the group evaluation of the film. This week, it is your turn to bring in your film and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Not sure,everyone didn't like your film?,your friend,We spend a lot of time talking about each other's work.,yes,Approved,2015-04-28T22:18:40Z,30OG32,7
32,2015-04-28T22:42:22Z,2015-04-28T22:48:40Z,30OG32W0SUBII6HO2E8PWS66E8TENH,A1OQ52KDFMOJGR,2015-04-28T21:44:33Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,none,dance,someLove_andAlsAll_utt,", which says: 'Some people liked your dance.'",English,"Imagine that you and your friend have joined a dance club, with four members in addition to you and your friend. Each week, one member of the club shows their own choreographed dance, and the five other members discuss the dance in the absence of its choreographer. Then you get a score based on the group evaluation of the dance. This week, it is your turn to do a dance choreography and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",Not sure,everyone liked your dance?,your friend,We spend a lot of time talking about each other's work.,no,Approved,2015-04-28T22:18:40Z,30OG32,8
33,2015-04-28T14:05:22Z,2015-04-28T14:14:13Z,32EYX73OY09KM062LL4B9UXJ1SGUR4,A7N6S6UMIBGHH,2015-04-28T13:42:40Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,no,training1,training1,'I like watching TV.',English,Imagine that you and your friend were talking about your favorite pastimes. Your friend says: ,how we interpret language,your friend hates watching TV?,your friend,"they're pretty neutral, really",no,Approved,2015-04-28T13:44:13Z,32EYX7,1
34,2015-04-28T14:05:22Z,2015-04-28T14:14:13Z,32EYX73OY09KM062LL4B9UXJ1SGUR4,A7N6S6UMIBGHH,2015-04-28T13:42:40Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,no,training2,training2,'I don't like eating meat.',English,Imagine that you and your friend were talking about different kinds of food. Your friend says: ,how we interpret language,your friend doesn't like eating beef?,your friend,"they're pretty neutral, really",yes,Approved,2015-04-28T13:44:13Z,32EYX7,2
35,2015-04-28T14:05:22Z,2015-04-28T14:14:13Z,32EYX73OY09KM062LL4B9UXJ1SGUR4,A7N6S6UMIBGHH,2015-04-28T13:42:40Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,no,singing,someLove_andAlsAll_utt,", which says: 'Some people liked your performance.'",English,"Imagine that you and your friend have joined a singing club, with four members in addition to you and your friend. Each week, one member of the club sings a song, and the five other members discuss the performance in the absence of the performer. Then you get a score based on the group evaluation of the performance. This week, it is your turn to sing and to let others discuss your performance. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",how we interpret language,everyone liked your performance?,your friend,"they're pretty neutral, really",no,Approved,2015-04-28T13:44:13Z,32EYX7,3
36,2015-04-28T14:05:22Z,2015-04-28T14:14:13Z,32EYX73OY09KM062LL4B9UXJ1SGUR4,A7N6S6UMIBGHH,2015-04-28T13:42:40Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,no,recipe,someHate_andAlsAll_utt,", which says: 'Some people didn't like your recipe.'",English,"Imagine that you and your friend have joined a cooking club, with four members in addition to you and your friend. Each week, one member of the club makes a recipe and brings in what they cooked based on the recipe, and the five other members discuss the recipe in the absence of its author. Then you get a score based on the group evaluation of the recipe. This week, it is your turn to bring in a recipe and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",how we interpret language,everyone didn't like your recipe?,your friend,"they're pretty neutral, really",no,Approved,2015-04-28T13:44:13Z,32EYX7,4
37,2015-04-28T14:05:22Z,2015-04-28T14:14:13Z,32EYX73OY09KM062LL4B9UXJ1SGUR4,A7N6S6UMIBGHH,2015-04-28T13:42:40Z,30IRMPJWDZJ3WK3W15V7ENTY3W6KRZ,,no,dance,someLove_andAlsAll_noUtt,.,English,"Imagine that you and your friend have joined a dance club, with four members in addition to you and your friend. Each week, one member of the club shows their own choreographed dance, and the five other members discuss the dance in the absence of its choreographer. Then you get a score based on the group evaluation of the dance. This week, it is your turn to do a dance choreography and to let others discuss it. After the discussion, before you find out about your score, your friend confides to you something by passing you a note he wrote",how we interpret language,everyone liked your dance?,your friend,"they're pretty neutral, really",no,Approved,2015-04-28T13:44:13Z,32EYX7,5
